topic,lo,er,ls_p_s,ls_p_i,ls_i_v,ls_i_a,ls_o_i,ls_o_d,ls_pr_a,ls_pr_r,ls_u_s,ls_u_g
T3,LO2a_2,ER2a_2_1,0,1,1,0,1,0,0,0,0,1
T3,LO2a_2,ER2a_2_2,0,1,1,0,0,0,0,1,1,0
T3,LO2a_2,ER2a_2_3,1,0,0,1,1,0,1,0,1,0
T3,LO2a_2,ER2a_2_4,1,0,0,1,0,0,1,0,1,0
T3,LO2a_2,ER2b_2_1,0,1,1,0,1,0,0,0,0,1
T3,LO2b_1,ER3a_1_1,1,0,1,0,0,0,0,0,0,0
T3,LO2b_1,ER3a_1_2,1,0,0,1,0,0,0,1,0,0
T3,LO2b_1,ER3a_1_3,0,1,1,0,0,1,0,1,1,0
T3,LO2b_1,ER3b_1_1,0,1,0,1,0,1,0,1,1,0
T3,LO2b_1,ER3b_1_2,0,1,1,0,0,1,0,1,0,0
T3,LO2b_2,ER3b_2_1,0,1,1,0,0,1,1,0,0,1
T3,LO2c_1,ER4a_1_1,1,0,1,0,0,0,0,0,0,0
T3,LO2c_1,ER4a_1_2,0,1,1,0,1,0,0,0,0,0
T3,LO2c_1,ER4a_1_3,1,0,0,1,1,0,0,0,1,0
T3,LO2c_1,ER4a_1_4,1,0,0,1,0,1,1,0,0,0
T3,LO2c_1,ER4a_1_5,1,0,0,1,1,0,1,0,0,1
T3,LO2c_1,ER4b_1_1,0,1,0,1,0,1,0,1,1,0
T3,LO2c_2,ER4a_2_1,0,1,1,0,0,0,0,1,0,0
T3,LO2c_2,ER4a_2_2,0,1,1,0,0,1,1,0,1,0
T3,LO2c_2,ER4a_2_3,0,1,1,0,0,1,0,1,0,0
T3,LO2c_2,ER4a_2_4,0,1,1,0,0,0,0,1,0,0
T3,LO2c_2,ER4b_2_1,0,1,1,0,1,0,1,0,1,0
T3,LO2c_2,ER4b_2_2,0,1,1,0,0,1,0,1,0,1
T3,LO2d_1,ER5a_1_1,1,0,1,0,0,0,0,0,0,0
T3,LO2d_1,ER5a_1_2,1,0,0,1,0,1,0,1,0,0
T3,LO2d_1,ER5a_1_3,0,1,1,0,1,0,0,0,0,1
T3,LO2d_1,ER5b_1_1,0,1,0,1,0,1,0,1,1,0
T3,LO2d_1,ER5b_1_2,0,1,1,0,0,0,1,0,1,0
T3,LO2d_1,ER5b_1_3,0,1,1,0,0,1,0,0,1,0
T3,LO2d_1,ER5c_1_1,0,1,0,1,0,0,0,0,0,0
T3,LO2d_1,ER5c_1_2,0,1,1,0,0,0,1,0,0,1
T3,LO2d_1,ER5c_1_3,1,0,0,1,0,1,0,1,0,0
T3,LO2d_1,ER5c_1_4,1,0,0,1,1,0,0,0,1,0
T3,LO2d_1,ER5d_1_1,0,1,0,1,0,0,0,0,0,0
T3,LO3a_1,ER6a_1_1,1,0,1,0,0,0,0,0,0,0
T3,LO3a_1,ER6b_1_1,0,1,0,1,0,1,1,0,1,0
T3,LO3b_1,ER7a_1_1,1,0,1,0,0,0,0,0,0,0
T3,LO3b_1,ER7b_1_1,1,0,0,1,0,1,0,1,1,0
T3,LO3b_1,ER7c_1_1,1,0,0,1,0,0,0,0,0,0
T3,LO3c_1,ER8a_1_1,1,0,1,0,0,0,0,0,0,0
T3,LO3c_1,ER8b_1_1,0,1,0,1,0,1,0,1,1,0
T3,LO3d_1,ER9a_1_1,1,0,1,0,0,0,0,0,0,0
T3,LO3d_1,ER9b_1_1,0,1,0,1,0,1,0,1,1,0
T3,LO3e_1,ER10a_1_1,1,0,1,0,1,0,0,0,0,0
T3,LO3e_1,ER10b_1_1,1,0,0,1,1,0,1,0,1,0
T3,LO3e_1,ER10c_1_1,1,0,1,0,1,0,0,0,0,0
T3,LO3e_1,ER10d_1_1,0,1,0,1,0,0,0,0,0,0
T3,LO3f_1,ER11a_1_1,1,0,1,0,0,0,0,0,0,0
T3,LO3f_1,ER11b_1_1,0,1,0,1,0,1,0,1,1,0
T3,LO3g_1,ER12a_1_1,1,0,1,0,0,0,0,0,0,0
T3,LO3g_1,ER12b_1_1,0,1,0,1,0,1,0,1,1,0
T3,LO3h_1,ER13a_1_1,1,0,1,0,1,0,0,0,0,0
T3,LO3h_1,ER13b_1_1,0,1,0,1,0,1,0,1,1,0
T3,LO3i_1,ER14a_1_1,1,0,1,0,0,0,0,0,0,0
T3,LO3i_1,ER14b_1_1,1,0,0,1,0,1,1,0,0,1
T3,LO4a_1,ER15a_1_1,1,0,1,0,0,0,0,0,0,0
T3,LO4a_1,ER15b_1_1,0,1,0,1,0,1,0,1,1,0
T3,LO4a_1,ER15b_1_2,0,1,1,0,1,0,0,1,0,1
T3,LO4a_1,ER15c_1_1,0,1,0,1,0,0,0,0,0,0
T3,LO4a_1,ER15c_1_2,1,0,0,1,0,1,1,0,1,0
T3,LO4a_1,ER15c_1_3,1,0,0,1,0,0,0,0,1,0
T3,LO4a_1,ER15d_1_1,0,1,0,1,0,0,0,0,0,0
T3,LO4a_1,ER15d_1_2,0,1,1,0,0,1,0,0,1,0
T3,LO4a_1,ER15d_1_3,0,1,1,0,0,1,1,0,0,1
T3,LO4a_1,ER15e_1_1,0,1,0,1,0,0,0,0,0,0
T3,LO4a_1,ER15e_1_2,0,1,1,0,0,1,1,0,1,0
T3,LO4a_1,ER15e_1_3,1,0,0,1,0,1,1,0,0,0
T3,LO4b_1,ER16a_1_1,1,0,1,0,0,0,0,0,0,0
T3,LO4b_1,ER16b_1_1,0,1,0,1,0,1,0,1,1,0
T3,LO4b_1,ER16c_1_1,0,1,0,1,0,0,0,0,0,0
T3,LO4b_1,ER16c_1_2,1,0,0,1,0,1,0,1,0,1
T3,LO4b_1,ER16c_1_3,1,0,0,1,0,1,1,0,0,1
T3,LO4b_1,ER16d_1_1,0,1,0,1,0,0,0,0,0,0
T3,LO4b_1,ER16e_1_1,0,1,0,1,0,0,0,0,0,0
T3,LO4c_1,ER17a_1_1,1,0,1,0,0,0,0,0,0,0
T3,LO4c_1,ER17b_1_1,1,0,0,1,0,1,1,0,1,0
T3,LO4c_1,ER17b_1_2,0,1,1,0,1,0,0,0,0,1
T3,LO4c_1,ER17c_1_1,0,1,0,1,0,0,0,0,0,0
T3,LO4c_1,ER17c_1_2,0,1,1,0,1,0,0,1,0,0
T3,LO4c_1,ER17c_1_3,0,1,1,0,1,0,0,1,1,0
T3,LO4c_1,ER17c_1_4,0,1,1,0,0,1,1,0,0,0
T3,LO4c_1,ER17d_1_1,0,1,0,1,0,0,0,0,0,0
T3,LO4c_1,ER17e_1_1,0,1,0,1,0,0,0,0,0,0
T3,LO4c_1,ER17e_1_2,0,1,1,0,1,0,0,1,0,0
T3,LO4c_1,ER17e_1_3,1,0,0,1,1,0,0,0,0,1
T3,LO4c_1,ER17e_1_4,0,1,1,0,1,0,0,1,1,0
T3,LO4c_1,ER17e_1_5,1,0,0,1,0,1,1,0,0,1
T3,LO4c_1,ER17f_1_1,0,1,0,1,0,0,0,0,0,0
T3,LO4c_1,ER17f_1_2,0,1,1,0,0,0,0,0,0,0
T3,LO4c_1,ER17f_1_3,1,0,0,1,0,0,1,0,1,0
T3,LO4d_1,ER18a_1_1,1,0,1,0,0,0,0,0,0,0
T3,LO4d_1,ER18a_1_2,1,0,0,1,0,1,0,1,0,1
T3,LO4d_1,ER18b_1_1,0,1,0,1,0,1,0,1,1,0
T3,LO4d_1,ER18b_1_2,1,0,0,1,0,1,0,0,1,0
T3,LO4d_1,ER18c_1_1,1,0,0,1,1,0,1,0,0,1
T3,LO4d_1,ER18c_1_2,0,1,1,0,0,1,1,0,0,0
T3,LO4d_1,ER18c_1_3,0,1,1,0,0,0,0,1,0,1
T3,LO4d_1,ER18c_1_4,0,1,1,0,0,0,0,1,0,1
T3,LO4d_1,ER18c_1_5,1,0,0,1,1,0,1,0,0,1
T3,LO4e_1,ER19a_1_1,1,0,1,0,0,0,0,0,0,0
T3,LO4e_1,ER19a_1_2,0,1,1,0,0,1,0,1,0,1
T3,LO4e_1,ER19a_1_3,1,0,0,1,1,0,0,1,1,0
T3,LO4e_1,ER19b_1_1,0,1,0,1,0,1,0,1,1,0
T3,LO4e_1,ER19b_1_2,0,1,1,0,1,0,0,0,0,1
T3,LO4f_1,ER20a_1_1,1,0,1,0,0,0,0,0,0,0
T3,LO4f_1,ER20a_1_2,1,0,0,1,0,0,1,0,0,1
T3,LO4f_1,ER20a_1_3,0,1,1,0,1,0,0,0,1,0
T3,LO4f_1,ER20a_1_4,1,0,0,1,1,0,0,0,1,0
T3,LO4f_1,ER20b_1_1,0,1,0,1,0,1,0,1,1,0
T3,LO4f_1,ER20b_1_2,1,0,0,1,0,1,1,0,0,1
T3,LO4f_1,ER20b_1_3,0,1,1,0,0,1,0,1,0,1
T3,LO4f_1,ER20b_1_4,0,1,1,0,1,0,0,0,1,0
T3,LO4f_1,ER20b_1_5,1,0,0,1,1,0,0,1,1,0
T3,LO5a_1,ER21a_1_1,0,1,0,1,0,0,0,1,0,0
T3,LO5a_1,ER21b_1_1,0,1,0,1,0,0,0,1,0,0
T3,LO6a_1,ER22a_1_1,1,0,1,0,0,0,0,0,0,0
T3,LO6a_1,ER22b_1_1,0,1,0,1,0,1,0,1,1,0
T3,LO7a_1,ER23a_1_1,0,1,0,1,0,0,0,0,0,0
T3,LO7a_1,ER23b_1_1,0,1,0,1,0,0,0,0,0,0
T3,LO8a_1,ER24a_1_1,0,1,0,1,0,0,0,0,0,0
T3,LO8a_1,ER24b_1_1,0,1,0,1,0,0,0,0,0,0
T3,LO8a_1,ER24c_1_1,0,1,0,1,0,0,0,0,0,0
T4,LO1a_1,ER1a_1_1,1,0,1,0,1,0,0,0,0,0
T4,LO1a_1,ER1b_1_1,0,1,0,1,0,1,0,1,1,0
T4,LO2a_1,ER2a_1_1,1,0,1,0,0,0,0,0,0,0
T4,LO2a_1,ER2b_1_1,0,1,0,1,0,1,0,1,1,0
T4,LO2a_1,ER2c_1_1,1,0,0,1,1,0,1,0,0,0
T4,LO2b_1,ER3a_1_1,1,0,1,0,1,0,1,0,1,0
T4,LO2b_1,ER3b_1_1,0,1,0,1,0,1,0,1,1,0
T4,LO2c_1,ER4a_1_1,1,0,1,0,0,0,0,0,0,0
T4,LO2c_1,ER4b_1_1,0,1,0,1,0,1,0,1,1,0
T4,LO2c_1,ER4c_1_1,0,1,0,1,0,0,0,0,0,0
T4,LO2d_1,ER5a_1_1,0,1,0,1,0,1,0,1,1,0
T4,LO2d_1,ER5b_1_1,0,1,0,1,0,0,0,0,0,0
T4,LO2d_1,ER5c_1_1,0,1,0,1,0,0,0,0,0,0
T4,LO2d_1,ER5d_1_1,0,1,0,1,1,0,1,0,1,0
T4,LO2d_1,ER5e_1_1,0,1,0,1,0,0,0,0,0,0
T4,LO2d_1,ER5f_1_1,0,1,0,1,0,0,0,0,0,0
T4,LO2d_1,ER5g_1_1,0,1,0,1,0,0,0,0,0,0
T4,LO2d_1,ER5h_1_1,0,1,0,1,0,0,0,0,0,0
T4,LO2e_1,ER6a_1_1,1,0,1,0,0,0,0,0,0,0
T4,LO2e_1,ER6b_1_1,0,1,0,1,0,1,0,1,1,0
T4,LO3a_1,ER7a_1_1,1,0,1,0,1,0,1,0,1,0
T4,LO3a_1,ER7a_1_2,1,0,0,1,0,0,1,0,0,0
T4,LO3a_1,ER7a_1_3,1,0,0,1,1,0,0,0,0,1
T4,LO3a_1,ER7a_1_4,1,0,0,1,0,1,0,0,0,0
T4,LO3a_1,ER7b_1_1,0,1,0,1,0,1,0,1,1,0
T4,LO3a_1,ER7b_1_2,0,1,1,0,0,1,1,0,0,0
T4,LO3b_1,ER8a_1_1,1,0,1,0,0,0,0,0,0,0
T4,LO3b_1,ER8a_1_2,0,1,1,0,0,0,1,0,1,0
T4,LO3b_1,ER8a_1_3,1,0,0,1,0,1,0,0,0,1
T4,LO3b_1,ER8a_1_4,0,1,1,0,1,0,0,0,0,1
T4,LO3b_1,ER8b_1_1,0,1,0,1,0,1,0,1,1,0
T4,LO3b_1,ER8b_1_2,0,1,1,0,1,0,1,0,0,1
T4,LO3c_1,ER9a_1_1,1,0,1,0,0,0,0,0,0,0
T4,LO3c_1,ER9b_1_1,0,1,0,1,0,1,0,1,1,0
T4,LO3d_1,ER10a_1_1,1,0,1,0,0,0,0,0,0,0
T4,LO3d_1,ER10a_1_2,1,0,0,1,0,1,1,0,0,1
T4,LO3d_1,ER10a_1_3,0,1,1,0,1,0,0,1,1,0
T4,LO3d_1,ER10b_1_1,0,1,0,1,0,1,0,1,1,0
T4,LO3d_1,ER10b_1_2,0,1,1,0,0,0,0,0,0,1
T4,LO3e_1,ER11a_1_1,1,0,1,0,0,0,0,0,0,0
T4,LO3e_1,ER11b_1_1,0,1,0,1,0,1,0,1,1,0
T4,LO4a_1,ER12a_1_1,1,0,1,0,0,0,0,0,0,0
T4,LO4a_1,ER12a_1_2,0,1,1,0,0,0,0,0,1,0
T4,LO4a_1,ER12b_1_1,0,1,0,1,0,1,0,1,1,0
T4,LO4a_1,ER12b_1_2,1,0,0,1,0,1,0,0,1,0
T4,LO4a_1,ER12c_1_1,0,1,1,0,1,0,0,1,1,0
T4,LO4a_1,ER12c_1_2,0,1,1,0,0,1,0,1,1,0
T4,LO4a_1,ER12c_1_3,1,0,0,1,0,0,0,1,0,0
T4,LO4a_1,ER12c_1_4,0,1,1,0,1,0,1,0,0,1
T4,LO4a_1,ER12c_1_5,1,0,0,1,0,1,0,0,1,0
T4,LO4b_1,ER13a_1_1,1,0,1,0,0,0,0,0,0,0
T4,LO4b_1,ER13a_1_2,0,1,1,0,0,0,0,1,1,0
T4,LO4b_1,ER13a_1_3,1,0,0,1,0,0,0,1,1,0
T4,LO4b_1,ER13a_1_4,1,0,0,1,1,0,0,1,0,0
T4,LO4b_1,ER13a_1_5,1,0,0,1,1,0,0,1,0,0
T4,LO4b_1,ER13b_1_1,0,1,0,1,0,1,0,1,1,0
T4,LO4b_1,ER13b_1_2,1,0,0,1,1,0,0,1,0,1
T4,LO4b_1,ER13b_1_3,1,0,0,1,0,0,0,1,1,0
T4,LO4c_1,ER14a_1_1,1,0,1,0,0,0,0,0,0,0
T4,LO4c_1,ER14a_1_2,0,1,1,0,1,0,0,0,0,0
T4,LO4c_1,ER14a_1_3,1,0,0,1,1,0,0,0,0,0
T4,LO4c_1,ER14b_1_1,0,1,0,1,0,1,0,1,1,0
T4,LO4d_1,ER15a_1_1,1,0,1,0,0,0,0,0,0,0
T4,LO4d_1,ER15a_1_2,0,1,1,0,0,1,0,0,0,1
T4,LO4d_1,ER15a_1_3,0,1,1,0,1,0,0,1,0,0
T4,LO4d_1,ER15b_1_1,0,1,0,1,0,1,0,1,1,0
T4,LO4d_1,ER15b_1_2,0,1,1,0,0,1,0,0,0,1
T4,LO4d_1,ER15b_1_3,0,1,1,0,1,0,0,0,0,0
T4,LO4d_1,ER15b_1_4,1,0,0,1,1,0,0,1,1,0
T4,LO4d_1,ER15b_1_5,0,1,1,0,0,0,0,0,0,1
T4,LO4d_1,ER15c_1_1,0,1,1,0,1,0,1,0,0,0
T4,LO4d_1,ER15c_1_2,0,1,1,0,0,0,1,0,0,0
T4,LO4d_1,ER15c_1_3,1,0,0,1,0,0,0,1,0,1
T4,LO4d_1,ER15c_1_4,0,1,1,0,1,0,0,1,0,0
T4,LO4d_1,ER15c_1_5,1,0,0,1,1,0,0,1,0,1
T4,LO5a_1,ER16a_1_1,0,1,0,1,0,0,0,1,0,0
T4,LO5a_1,ER16b_1_1,0,1,0,1,0,0,0,1,0,0
T4,LO6a_1,ER17a_1_1,1,0,1,0,0,0,0,0,0,0
T4,LO6a_1,ER17b_1_1,0,1,0,1,0,1,0,1,1,0
T4,LO6a_1,ER17c_1_1,0,1,0,1,0,0,0,0,0,0
T5,LO1a_1,ER1a_1_1,1,0,1,0,1,0,0,0,0,0
T5,LO1a_1,ER1b_1_1,0,1,0,1,0,1,0,1,1,0
T5,LO2a_1,ER2a_1_1,1,0,1,0,0,0,0,0,0,0
T5,LO2a_1,ER2b_1_1,0,1,0,1,0,1,0,1,1,0
T5,LO2b_1,ER3a_1_1,1,0,1,0,0,0,0,0,0,0
T5,LO2b_1,ER3b_1_1,0,1,0,1,0,1,0,1,1,0
T5,LO2c_1,ER4a_1_1,1,0,1,0,0,0,0,0,0,0
T5,LO2c_1,ER4b_1_1,0,1,0,1,0,1,0,1,1,0
T5,LO2d_1,ER5a_1_1,1,0,1,0,1,0,0,1,1,0
T5,LO2d_1,ER5b_1_1,0,1,0,1,0,1,0,1,1,0
T5,LO2e_1,ER6a_1_1,1,0,1,0,0,1,0,1,1,0
T5,LO2e_1,ER6b_1_1,0,1,0,1,0,1,0,1,1,0
T5,LO2f_1,ER7a_1_1,1,0,1,0,0,0,0,0,0,0
T5,LO2f_1,ER7b_1_1,0,1,0,1,0,1,0,1,1,0
T5,LO3a_1,ER8a_1_1,1,0,1,0,0,0,0,0,0,0
T5,LO3a_1,ER8b_1_1,0,1,0,1,0,1,0,1,1,0
T5,LO3a_1,ER8c_1_1,0,1,0,1,0,0,0,0,0,0
T5,LO3a_1,ER8d_1_1,0,1,0,1,0,0,0,0,0,0
T5,LO3a_1,ER8e_1_1,0,1,0,1,0,0,0,0,0,0
T5,LO3b_1,ER9a_1_1,1,0,1,0,0,0,0,0,0,0
T5,LO3b_1,ER9b_1_1,0,1,0,1,1,0,0,1,1,0
T5,LO3b_1,ER9c_1_1,0,1,0,1,0,0,0,0,0,0
T5,LO3c_1,ER10a_1_1,1,0,1,0,0,0,0,0,0,0
T5,LO3c_1,ER10b_1_1,0,1,0,1,1,0,1,0,1,0
T5,LO3c_1,ER10c_1_1,0,1,0,1,0,1,0,1,1,0
T5,LO3c_1,ER10d_1_1,0,1,0,1,0,0,0,0,0,0
T5,LO3c_1,ER10e_1_1,0,1,0,1,0,0,0,0,0,0
T5,LO3c_1,ER10f_1_1,0,1,0,1,0,0,0,0,0,0
T5,LO3c_1,ER10g_1_1,0,1,0,1,0,0,0,0,0,0
T5,LO4a_1,ER11a_1_1,1,0,1,0,0,0,0,0,0,0
T5,LO4a_1,ER11a_1_2,0,1,1,0,0,0,0,0,0,1
T5,LO4a_1,ER11a_1_3,1,0,0,1,0,1,0,1,0,0
T5,LO4a_1,ER11a_1_4,1,0,0,1,0,0,0,0,0,1
T5,LO4a_1,ER11a_1_5,0,1,1,0,0,1,0,1,0,0
T5,LO4a_1,ER11b_1_1,0,1,0,1,0,1,0,1,1,0
T5,LO4a_1,ER11b_1_2,1,0,0,1,0,1,0,0,1,0
T5,LO4a_1,ER11b_1_3,1,0,0,1,1,0,0,0,0,0
T5,LO4a_1,ER11b_1_4,1,0,0,1,0,0,0,1,1,0
T5,LO4a_1,ER11b_1_5,1,0,0,1,0,0,1,0,1,0
T5,LO4b_1,ER12a_1_1,1,0,1,0,0,0,0,0,0,0
T5,LO4b_1,ER12a_1_2,1,0,0,1,1,0,1,0,0,0
T5,LO4b_1,ER12b_1_1,0,1,0,1,0,1,0,1,1,0
T5,LO4b_1,ER12b_1_2,1,0,0,1,1,0,0,1,1,0
T5,LO4b_1,ER12b_1_3,1,0,0,1,0,1,0,0,1,0
T5,LO4b_1,ER12c_1_1,0,1,1,0,0,0,0,0,0,0
T5,LO4b_1,ER12c_1_2,0,1,1,0,0,0,0,0,0,0
T5,LO4b_1,ER12c_1_3,0,1,1,0,1,0,0,0,1,0
T5,LO4c_1,ER13a_1_1,1,0,1,0,0,1,0,1,1,0
T5,LO4c_1,ER13b_1_1,0,1,0,1,0,1,0,1,1,0
T5,LO4c_1,ER13b_1_2,1,0,0,1,0,1,0,1,1,0
T5,LO4c_1,ER13b_1_3,0,1,1,0,0,1,1,0,0,1
T5,LO4c_1,ER13b_1_4,1,0,0,1,1,0,0,1,0,1
T5,LO4c_1,ER13b_1_5,1,0,0,1,1,0,0,1,1,0
T5,LO4c_1,ER13c_1_1,0,1,0,1,1,0,1,0,1,0
T5,LO4c_1,ER13c_1_2,1,0,0,1,1,0,1,0,0,0
T5,LO4c_1,ER13c_1_3,1,0,0,1,1,0,0,1,1,0
T5,LO4c_1,ER13c_1_4,0,1,1,0,0,0,0,1,0,0
T5,LO4c_1,ER13c_1_5,0,1,1,0,0,1,0,0,1,0
T5,LO4c_1,ER13d_1_1,1,0,1,0,0,0,0,0,0,0
T5,LO4c_1,ER13e_1_1,0,1,0,1,0,0,0,0,0,0
T5,LO4c_1,ER13e_1_2,1,0,0,1,0,1,1,0,0,1
T5,LO4c_1,ER13e_1_3,0,1,1,0,1,0,0,1,1,0
T5,LO4c_1,ER13e_1_4,0,1,1,0,1,0,0,1,0,1
T5,LO4d_1,ER14a_1_1,1,0,1,0,0,0,0,0,0,0
T5,LO4d_1,ER14a_1_2,1,0,0,1,0,1,1,0,0,0
T5,LO4d_1,ER14a_1_3,0,1,1,0,0,0,1,0,0,0
T5,LO4d_1,ER14a_1_4,1,0,0,1,1,0,0,0,0,0
T5,LO4d_1,ER14a_1_5,0,1,1,0,0,1,0,1,0,0
T5,LO4d_1,ER14b_1_1,0,1,0,1,0,1,0,1,1,0
T5,LO4d_1,ER14b_1_2,0,1,1,0,0,1,0,0,0,1
T5,LO4d_1,ER14b_1_3,1,0,0,1,0,0,0,1,1,0
T5,LO4e_1,ER15a_1_1,1,0,1,0,0,0,0,0,0,0
T5,LO4e_1,ER15b_1_1,0,1,0,1,0,1,0,1,1,0
T5,LO4e_1,ER15b_1_2,0,1,1,0,1,0,1,0,0,1
T5,LO4e_1,ER15b_1_3,1,0,0,1,0,0,0,0,1,0
T5,LO4e_1,ER15b_1_4,0,1,1,0,1,0,0,0,0,1
T5,LO4e_1,ER15c_1_1,0,1,0,1,0,0,0,0,0,0
T5,LO4e_1,ER15c_1_2,1,0,0,1,1,0,1,0,0,1
T5,LO4e_1,ER15c_1_3,0,1,1,0,0,1,0,0,0,0
T5,LO4e_1,ER15c_1_4,0,1,1,0,0,0,1,0,0,1
T5,LO4e_1,ER15d_1_1,0,1,0,1,0,0,0,0,0,0
T5,LO4e_1,ER15d_1_2,1,0,0,1,1,0,0,1,1,0
T5,LO4e_1,ER15d_1_3,1,0,0,1,0,1,0,1,0,0
T5,LO4e_1,ER15d_1_4,0,1,1,0,1,0,0,0,0,1
T5,LO4e_1,ER15e_1_1,0,1,0,1,1,0,1,0,1,0
T5,LO4e_1,ER15e_1_2,0,1,1,0,1,0,1,0,1,0
T5,LO4e_1,ER15e_1_3,0,1,1,0,0,1,1,0,0,0
T5,LO4e_1,ER15e_1_4,0,1,1,0,0,1,0,0,0,0
T5,LO5a_1,ER16a_1_1,0,1,0,1,0,0,0,1,0,0
T5,LO5a_1,ER16b_1_1,0,1,0,1,0,0,0,1,0,0
T5,LO6a_1,ER17a_1_1,1,0,1,0,0,0,0,0,0,0
T5,LO6a_1,ER17b_1_1,0,1,0,1,0,1,0,1,1,0
T6,LO1a_1,ER1a_1_1,1,0,1,0,1,0,0,1,1,0
T6,LO1a_1,ER1b_1_1,0,1,0,1,0,1,0,1,1,0
T6,LO2a_1,ER2a_1_1,1,0,1,0,0,0,0,0,0,0
T6,LO2a_1,ER2b_1_1,0,1,0,1,0,1,0,1,1,0
T6,LO2a_1,ER2b_1_2,0,1,1,0,1,0,0,1,1,0
T6,LO2a_2,ER2a_2_1,1,0,0,1,0,1,0,0,0,0
T6,LO2a_2,ER2b_2_1,0,1,1,0,1,0,1,0,0,1
T6,LO2a_2,ER2b_2_2,1,0,0,1,0,1,0,1,0,0
T6,LO2a_2,ER2b_2_3,1,0,0,1,0,1,0,1,0,0
T6,LO2b_1,ER3a_1_1,1,0,1,0,0,0,0,0,0,0
T6,LO2b_1,ER3b_1_1,0,1,0,1,0,1,0,1,1,0
T6,LO2b_1,ER3c_1_1,0,1,0,1,0,0,0,0,0,0
T6,LO2c_1,ER4a_1_1,1,0,1,0,0,0,0,0,0,0
T6,LO2c_1,ER4a_1_2,0,1,1,0,1,0,1,0,0,0
T6,LO2c_1,ER4a_1_3,0,1,1,0,1,0,0,0,0,0
T6,LO2c_1,ER4a_1_4,0,1,1,0,1,0,0,1,0,0
T6,LO2c_1,ER4b_1_1,0,1,0,1,0,1,0,1,1,0
T6,LO2c_1,ER4b_1_2,0,1,1,0,0,1,0,1,0,1
T6,LO2c_1,ER4c_1_1,0,1,0,1,0,0,0,0,0,0
T6,LO2c_1,ER4c_1_2,0,1,1,0,1,0,0,1,0,1
T6,LO2c_1,ER4c_1_3,1,0,0,1,1,0,1,0,0,1
T6,LO2c_1,ER4c_1_4,1,0,0,1,1,0,1,0,0,0
T6,LO2c_1,ER4c_1_5,0,1,1,0,1,0,1,0,0,0
T6,LO2c_1,ER4d_1_1,0,1,0,1,0,0,0,0,0,0
T6,LO2c_1,ER4d_1_2,1,0,0,1,1,0,0,1,0,0
T6,LO2c_1,ER4d_1_3,1,0,0,1,0,0,0,1,0,0
T6,LO2c_1,ER4d_1_4,0,1,1,0,0,0,1,0,0,1
T6,LO2c_1,ER4e_1_1,0,1,0,1,0,0,0,0,0,0
T6,LO2c_1,ER4f_1_1,0,1,0,1,0,0,0,0,0,0
T6,LO2c_1,ER4f_1_2,1,0,0,1,1,0,0,0,1,0
T6,LO2c_1,ER4f_1_3,1,0,0,1,1,0,0,0,0,1
T6,LO2c_1,ER4f_1_4,0,1,1,0,1,0,1,0,1,0
T6,LO2c_1,ER4g_1_1,0,1,0,1,0,0,0,0,0,0
T6,LO2c_1,ER4g_1_2,1,0,0,1,0,0,0,1,1,0
T6,LO2c_1,ER4h_1_1,0,1,0,1,0,1,0,0,0,0
T6,LO2c_1,ER4h_1_2,0,1,1,0,1,0,0,1,1,0
T6,LO2c_1,ER4i_1_1,0,1,0,1,0,1,0,0,0,0
T6,LO2c_1,ER4i_1_2,0,1,1,0,0,0,1,0,1,0
T6,LO2c_1,ER4i_1_3,0,1,1,0,0,0,0,1,0,1
T6,LO2c_1,ER4j_1_1,0,1,0,1,0,0,0,0,0,0
T6,LO2c_1,ER4j_1_2,0,1,1,0,1,0,1,0,0,0
T6,LO2c_1,ER4k_1_1,0,1,0,1,0,0,0,0,0,0
T6,LO2c_1,ER4k_1_2,1,0,0,1,0,1,0,1,0,0
T6,LO2c_1,ER4k_1_3,1,0,0,1,1,0,0,0,1,0
T6,LO2c_1,ER4k_1_4,1,0,0,1,0,0,0,1,0,1
T6,LO2c_1,ER4k_1_5,1,0,0,1,0,0,1,0,0,1
T6,LO3a_1,ER5a_1_1,1,0,1,0,0,0,0,0,0,0
T6,LO3a_1,ER5a_1_2,1,0,0,1,1,0,1,0,0,0
T6,LO3a_1,ER5a_1_3,0,1,1,0,1,0,0,1,1,0
T6,LO3a_1,ER5a_1_4,0,1,1,0,0,0,0,1,1,0
T6,LO3a_1,ER5a_1_5,1,0,0,1,0,1,1,0,0,1
T6,LO3a_1,ER5b_1_1,0,1,0,1,0,1,0,1,1,0
T6,LO3a_1,ER5b_1_2,0,1,1,0,0,1,0,1,0,0
T6,LO3a_1,ER5b_1_3,0,1,1,0,1,0,1,0,0,0
T6,LO3a_1,ER5b_1_4,1,0,0,1,0,0,0,1,0,0
T6,LO3a_1,ER5c_1_1,0,1,0,1,0,0,0,0,0,0
T6,LO3b_1,ER6a_1_1,1,0,1,0,0,0,0,0,0,0
T6,LO3b_1,ER6b_1_1,0,1,0,1,0,1,0,1,1,0
T6,LO3b_1,ER6b_1_2,0,1,1,0,0,0,0,1,0,0
T6,LO3b_1,ER6b_1_3,1,0,0,1,0,1,0,1,1,0
T6,LO3b_1,ER6b_1_4,0,1,1,0,1,0,1,0,0,1
T6,LO3b_1,ER6c_1_1,0,1,0,1,0,0,0,0,0,0
